content,engagement,comments,personal_exp
"5 techniques that'll make you a faster reader in 30 minutes (and remember what you read):

Grab attention, monetize, and persuade with Storytelling

Every Thursday you'll get one story and one tactic in 5 minutes.

This is the FREE newsletter that 50,000 follower accounts read.

Join here:
",33,2,FALSE
"The powerful storytelling trick NO ONE is talking about:

Juxtaposition. 

This trick will make you a master at hooking and holding attention (fast):

You know how to tell stories right? Wrong!

Use the Story System.

The Story System is the easiest way to learn digital storytelling (fast).

Use the story tactics to grow a following and create content that resonates...

Click here:
",65,4,FALSE
"The biggest problem people have with sharing their stories:

Finding one to write about.

Use these prompts:

-The worst/best
-A transformation
-An obstacle you faced
-A journey you've taken
-Someone you've helped

The list goes on and on.

Don't limit yourself, just free write.
",18,8,FALSE
"7 Steps to Become the Best Version of Yourself.

Want to make a better life? It is all your actions...",33,2,FALSE
"I struggled for 3 months to get 100 followers online.

Until I found a powerful trick that every author uses.

Here’s the secret trick to help you go mega viral (without months of failure).

Imagine this:

Your neighbor, the crazy one, builds a freaking jetpack.

For real - an actual rocket-blasting-flame-throwing-shooting-you-in-sky jetpack.

And you (with the curiosity of a cat) visit and ask to borrow a rake.

Until your eyes set upon this holy marvel.

So instead of asking to borrow the rake, you ask to borrow the jetpack.

Your neighbor:

-Shrugs his shoulders.
-Looks you deep in the eyes.
-And scratches the dandruff off his white beard.

“Sure” - he says.

Your brilliant neighbor (and unusually trustworthy) hands over that bad boy - the ol’ jetpack.

You shoot across town like a one-man airshow.

You attract attention like a magnet attracts metal.

Then you save a kitten stuck in a tree.

You’re hailed as a freaking superhero.

The best part?

You got all the fame and fun from something your neighbor built!

I know what you’re thinking…

Stealing other people’s stuff is bad right? Wrong!

It’s called borrowed credibility.

Authors do it all the time (you won’t get arrested, I promise).

Borrowing credibility is the easiest way to get attention online.

And there’s another secret benefit…

What is it?

It’s called authority by association.

And this is where I make the confession.

I stole Tim Ferriss’s credibility.

And went mega-viral (see the image below)

To be frank, I stole his freaking jetpack and flew all around Twitter.

Here’s the deal.

Writing stories about other people give you a serious boost (like a jetpack).

Here’s how to gain 1000s of followers by borrowing credibility.

1.) Find your favorite writers, entrepreneurs, fitness gurus, ballerinas, etc…

2.) Study them (like your life depends on it)

3.) Take their best lessons

4.) Write a story about them.

Then share it on Twitter & LinkedIn.

Steal this template:

The greatest (writer, ballerina, businessman,….) of all time:

(Famous person’s name)

I’ve studied there (books, blogs, podcasts….) for (amount of time).

Here are the best (#) (tips, lessons, tactics) to give you (benefit):

Throw in the famous person’s picture.

The photo will give the thread even more boost (more jetpacks).

Spoiler alert:

You’ll notice that every author borrows credibility from famous people (sorry).

If you can’t beat them, join them.

Start writing stories about your favorite people.

You’ll thank me later.

P.S.

If you enjoyed this:

1) Follow me for tips on storytelling and online biz

2) ♻️ Repost this to share with your network.
",36,4,TRUE
"15 months ago, I was scared of talking to big accounts.

Now I'm friends with some of the largest creators.

Build and share in public every day.

You'll never know who's watching.


Grab attention, monetize, and persuade with Storytelling

Every Thursday you'll get one story and one tactic in 5 minutes.

This is the FREE newsletter that 50,000 follower accounts read.

Join here: 
",47,3,TRUE
"I spent 3 hours interviewing a billionaire.

What surprised me is before he got rich, he had the SAME problem as everyone else:

The fear of leaving your job to work for yourself.

Here are 10 tips he gave me to become your own boss:


Grab attention, monetize, and persuade with Storytelling

Every Thursday you'll get one story and one tactic in 5 minutes.

This is the FREE newsletter that 50,000 follower accounts read.

Join here: 
",24,1,TRUE
"The hardest part of building an audience as a beginner:

Credibility.

Here are 7 tactics to quickly build trust with your audience (without losing credentials):

Grab attention, monetize, and persuade with Storytelling

Every Thursday you'll get one story and one tactic in 5 minutes.

Sign up now and get you're free Story Generator.

Join here: 
",49,4,FALSE
"Likes don’t equal cash.

There are way too many CEOs on here gagging for likes.

And for those who want them, just:

- Say a controversial opinion
- Post your best performing Insta photo
- Share a crying selfie

The likes will come flying in, but you know what won’t… new clients.

So, if you want to get an ROI from LinkedIn, get away from the numbers and start:

1. Identifying your client's wants, desires, fears & dreams.

2. Targeting your posts at one of those wants, desires, etc.

3. Positioning yourself as the go-to person for that solution.

We all love a good vanity metric - trust me, I’m a huge fan of a like.

But you have to remember…

You’re a CEO, not an influencer.
",123,4,FALSE
"Last night I got about 4 and a half hours sleep.

That’s what it takes to be succe… only kidding.

I’m not gonna shove some hustle culture nonsense down your neck.

But what I will say, is that I woke up and had a f*cking awesome day.

Yeah, I was up late working.
Yeah, I had to be up early for more work.
Yeah, I got 4 and a half hours sleep.

And yes I know it’s unhealthy and I’ve got to work on it.

But what I will say is that I’d sacrifice that sleep every day for the next 10 years, if it means that when I do wake up…

I get to do something I love doing.

I'm not all-in on hustle culture, but you have to be willing to make some sacrifices to live the life you've always wanted 🔥
",167,7,TRUE
"Master storytelling and you can (almost) generate new business at will.

But most companies don't know how or where to start.

So here are 7 stories every company needs to be telling:
",154,7,FALSE
"When it comes to B2B content marketing, repelling people you don’t want to work with is just as important as attracting those you do.

Those that understand this have a backlog of their dream clients. Those that don’t waste hours every week talking to low-quality prospects.

Here are 3 methods we use to make sure we ONLY attract our dream clients:


1) Talking about the right problems

I could have written this post about “The top 10 LinkedIn hooks to get the most likes”.

- I would have got more engagement.
- I would have gained more followers.
- I would have looked really cool.

But the truth is, the only people engaging would be other creators - not our dream clients.

So instead, I write about problems the people I want to reach are facing.


2) Choosing the right platforms

There are 3 places our dream clients hang out:

- LinkedIn
- Twitter
- Email

So that’s exactly where we push content.

If your touchpoints are on the wrong platforms, you'll attract the wrong prospects.


3) Mirroring their way of communication

The truth is, the people we want on our roster (generally speaking) don’t appreciate:

- Constant selfies with 0 value
- Virtue signalling posts
- Me breaking down the importance of a daily walk

They’re very busy people and unfortunately, they just don’t give a sh*t if I go on a walk at lunchtime or not.

So instead, I make sure to communicate in a way they enjoy reading.


These 3 things may seem simple, but they’ve revolutionised who we speak to on a daily basis.

What would you add to this list? 👇🏼
",95,5,FALSE
"Dear Founders & CEOs,

85% of your leads are slipping through your fingers.

Here’s your solution:

1️⃣ Start a newsletter.

2️⃣ Catch ""lost leads"" and nurture them for 3-6 months.

3️⃣ Automate a monthly offer sent to the ones that show the most interest.

You’ll thank me later 🤝

You don’t need more leads.

You just need to nurture the ones you’ve already got.
",87,3,FALSE
"For years, when I sat down to work I’d find myself procrastinating.

I’d open a blank page… 30 mins later it would still be blank.

Then I came across the concept of a “Creativity Faucet” and it pretty much revolutionised the way I work:
",61,2,TRUE
"The back end of your content is more important than the front end.

Yet 99% of companies completely dismiss it.

It’s great setting company targets like:

🎯 Post 5 times on the CEO’s LinkedIn
🎯 Send out a weekly newsletter

But it’s the intention behind those posts that bring the ROI.

Which is why asking yourself questions during your writing process is vital.

Personally, I always ask myself the same 4 questions:

💭 Who am I writing for?
💭 What’s the objective of the content?
💭 What emotions do I want to evoke?
💭What stage of your funnel is your audience in?

They’re simple questions, but they make sure your overall strategy is laced in every word you put out.

The money isn’t made in the copy.

The money is made in the strategy behind the copy.

Give these a go next time you’re writing and let me know how it goes!

— Niall
",67,3,FALSE
"I scaled my business from 0 - £12K MRR in 3 weeks.

And I’m just as surprised as you are.

But when you look at the last 12 months of my life, it all makes sense 🤷🏼‍♂️

I’ve been rubbing shoulders with the best in the business…

🏦 I had teach me how to build a 6-figure business from scratch

📈 I had teach me how to run a 10-person agency

💼 I had teach me how to position the business

That’s without even mentioning the knowledge I’ve sponged off the CEOs I’ve worked with in the process.

The moral of the story 👇🏻

Success brushes off on you.

Find successful people and absorb as much knowledge as you can.

It’ll change your life ❤️
",174,6,TRUE
A simple concept that has revolutionised our business over the last 24 months:,61,3,FALSE
5 reasons you need to utilise long-form content in your 2023 marketing strategy:,66,2,FALSE
How to tell your company story on LinkedIn (without looking like an idiot):,76,3,FALSE
"13 thoughts on B2B marketing:

1. Right now, only 45% of B2B businesses are on social media. This will change dramatically over the next 5 years.

2. Real marketing knowledge is nearly non-existent in the space.

3. Average marketers are making a lot of money doing basic things in B2B because of this.

4. Those marketing B2B businesses are losing, those marketing B2B people are winning.

5. B2C marketing is currently 5-6 years ahead of B2B.

6. Over the next decade that will change dramatically as B2C marketers transition over.

7. Most B2B marketers are just using B2C tactics but aiming at businesses - this won’t work.

8. No one is talking about account-based marketing (they should be).

9. There is an untapped market of hundreds of thousands of tradespeople who don’t market themselves.

10. Some agencies will make fortunes tapping into that market in the next few years.

11. Businesses are still overlooking retention marketing.

12. Word of mouth has been the most effective B2B marketing tactic for years, but as a digitally native generation grows older, effective online marketing will trump this.

13. LinkedIn is quickly becoming a non-negotiable for anyone in B2B - this trend will continue to rocket as businesses using Facebook realise.

All in all, I think B2B is a pretty exciting place to work within right now. So much potential to be had!

Let me know what you’d add to the list👇🏻
",238,1,FALSE
"99% of newsletters are boring, generate no ROI, and are quite frankly unreadable.

Here are 3 types of newsletters that will actually make you money👇🏼


1) The 5-minute solution

These are simple yet actionable emails that get right down to business.

For this newsletter:

- Pick a solution your ICP is dealing with
- Figure out how you can solve it
- Write out a step-by-step process so they can solve it themselves


2) The story

These are newsletters focused on building a connection with your readers.

For this newsletter:

- Pick a story (founder, company or mission)
- Choose 1 pivotal moment from it
- Share it with your readers


3) The showcase

These are emails showcasing your work in action (proof).

For this newsletter:

- Pick a client/customer case study
- Let the reader know the problem they had before
- Showcase how you guided them to their desired outcome


These are 3 of my favourite types of newsletters.

What others would you add?
",79,4,FALSE
"Sh*tty marketers will tell you that marketing is all about making sales.

It’s not.

Marketing is about making sales easy.

Which means convincing people that you can take them from A → B.

So that when they:

- Hit your landing page
- Jump on a sales call
- Receive your email

They’re chomping at the bit to work with you.

An easy way to do just that?

→ Tell a story of how you’ve helped someone in the past

Here’s how I do it in 3 simple steps:

1. Start with a relatable opening

The key is to make people feel like what you’re saying applies to them.

- Call out their weaknesses
- Use relatable problems
- Be specific

2. Transformation story

Then explain how you solved these problems for someone.

- Break it down into steps
- Don’t use jargon
- Go into detail

3. Desirable ending

Then wrap it up by painting a picture of the outcome you gave your client.

- Explain where they’re at now
- Showcase the contrast from the start
- Spell out the importance of that change

If you master this in your marketing I can guarantee you won’t have a lead flow problem ever again.

People just want to know that you can take them from A → B.

The best way to do that is through a story.
",89,5,FALSE
"Day 3 of begging our accountant not to quit after we gave away all of our secrets for a £1 🤦🏼‍♂️

Not the launch week we were expecting…

Over the last 4 months, we took:

- The frameworks we’ve used to get 50M+ impressions
- The tricks we used to generate £1.25MM for clients
- As well as our best-kept storytelling secrets

And put them into a toolkit we sold for £1.

It’s been all downhill since then.

Morgan’s crying.
Accountants fuming.
Dad’s not talking to us.

Grab it here before we have to pull this down:
",107,5,TRUE
"And BairesDev became orange! 🧡

This week, our company has widely shared its new brand. I am proud to be a part of this branding movement, as I firmly believe it will have a profoundly positive impact on our business.

I am excited about the days ahead and thrilled to witness the dedicated efforts taking place.

Over the past few months, I have devoted my time and effort to our new website. I invite you to check it out at .

Being a BairesDever fills me with pride. 🚀

  ",0,0,FALSE
"Hey, I earned $400k on Upwork providing UX & UI design services. Do you want to find out how?

For over 7 years, I’ve been a UX & UI designer and worked for many small and big companies since then.

Here are some of them:

✨
✨
✨ PictureThis
✨
✨

After getting multiple inquiries from freelancing newcomers, I decided to share my experience and insights to help and guide others on their journey to financial freedom 💰

Hit the follow button if you want to learn about:

1. How to choose the right designer for your project 
2. How to create engaging products
3. How to get started as a designer
4. How to gain financial freedom
5. Tips about freelancing

If you are curious about freelancing, how to get started as a designer, or want to find something useful in the design field feel free to follow my LinkedIn profile.

",34,0,FALSE
"How I went from zero to Rising Talent in my 1st week on Upwork 🧚‍♀️

Only 5% of Upwork freelancers receive the Rising Talent badge, and I earned it IN MY FIRST WEEK!

Here are 5 key steps I took to achieve this milestone:

1. Build a good portfolio 🎨
· Showcase your best work and skills, 3+ projects would be ideal.
· Separate your projects into different categories, and make is comprehensive
(I made a Figma file with different pages for Saas, Mobile Apps, Website design, etc.)

2. Complete your profile to 100% 🧩
· Write a catchy title, description, skills, certifications, relevant experience, etc.
· Utilize the Portfolio section to leave a good impression
· Create specialized profile variations

3. Start applying! 👩🏻‍💻
· Apply to as many jobs as possible, but make sure they fit your skills
· Most of my first proposals were never even viewed and that’s okay!
· Stay persistent and consistent, the right opportunity will come

4. Personalize each cover letter 📝
· It’s okay to have an outline, but tailor each cover letter to the specific job post
· Show you understand the client's needs and articulate how your skills align

5. Communicate effectively 💬
· Respond promptly and concisely to client inquiries
· Be proactive and professional in your communication

Q’s for you:
1. What steps would you add to this checklist?
2. Which point from my list would like me to delve deeper into?


PS. If you found this post useful – share it with your network ♻️
Let's inspire and support each other ✨

",48,1,TRUE
"6 years ago:

“That will never work”
“You work too much”
“Find a secure job”

Today:
“You got lucky”

Don’t listen to your surroundings.
Haters will be haters.
No matter what.

P.S. What nonsense hate do you get all the time? 🫠
",139,4,TRUE
"Recently finished another $100/h gig.

(This one is for a startup from Y Combinator 🤯)

This is for everyone who doesn’t believe you can charge higher rates on .

P.S. Wanna find out how I write cover letters to get high-profile clients?
Here’s the playbook:
",76,4,TRUE
"WOW! looks brilliant... 😍

Can't wait to see new things coming up! Yuri Bett 🚀",2,0,FALSE
"We like to sip coffee or tea from the warmth and comfort of our own Brom Café. It is an integrated place in the Brom Studio for all our colleagues to enjoy hot drinks together. We know that coffee tastes better with a colleague!
Some coffee + some thinking = some great ideas!
.
.
.
",1,0,TRUE
"Charging based on your output instead of an hourly rate can be daunting.

Some clients will question it. A lot of them won't get it.

But as a creative entrepreneur, it's your job to make them understand that they're not just paying you for your time — they're paying for your skill and expertise.

If you don't want to get punished for being efficient, stop charging by the hour.

",0,0,FALSE
"You’ve got an idea for a digital product! 💡

You create the MVP.
Pitch the project to investors.
Publish the app.

You get decent traction and then... almost NO active users. 🫠

Here’s what the problem was in my client’s case:
❌ No intuitive interface
❌ No engaging user experience
❌ Too complicated learning curve

We had the introductory call, defined the problems, discussed possible solutions, and then went straight to work!

I used these 5 steps to elevate their app:
✅ Identifying why the users are frustrated with the app, and why they’re not engaged
✅ Revisiting key screens and user flows, and creating low-fidelity wireframes
✅ Running usability testing with real users and gathering feedback
✅ Implementing the feedback into the design
✅ Creating memorable high-fidelity designs

So, did we have any results?

There are more and more new organic users every day, and overall user satisfaction has drastically improved.

Key takeaway:

🔑 Having a designer, or a design consultant, dedicated to your project can be crucial for your product’s success.

Reach out if you need someone with 7+ years of experience in UX design for your digital product! 💬

Share it with your network if you found this post useful. ♻ ️ Let's inspire and support each other!

",37,4,FALSE
Brom is #hiring. Know anyone who might be interested?,0,0,FALSE
"Stop trying to find any job on Upwork.

Look for a great one.

That’s how I scaled from $10,000 to $200,000 per year.

You’ll ruin your growth by accepting low-end projects.

Even if a client sends you an offer - decline it.

Mediocre projects are toxic for your profile. ☢️

Instead, build and maintain a track record of great projects.

Focus on getting better projects over time.

Raise your rate until you hit the limit.

But that will never happen.
",55,1,TRUE
"Hey guys! 👋

Sorry for not posting for the last couple of days. Some crazy good stuff happened this past week, so I decided to shift focus a bit.

No tips for today, I hope you're having a productive start to your week!

I’ll be back soon! 😊

P.S. How do you adjust your schedule when you start working on new stuff? Let's talk about it ⬇️
",18,1,FALSE
"Thanks for sharing this The Futur™ Chris Do! 🙌

I find this very annoying every time I have to deal with it. 😮‍💨

Many clients don't understand they should pay the value they get, not the time and effort you make.

Following this logic, beginners should be paid more because they need way more time than experienced colleagues to complete the same task, which doesn't make sense.

When designed the logo for Citibank, they asked:

""How can it be that it’s done in a second?""

""It’s done in a second and 34 years, It’s done in a second, and everything in my life that’s in my head"", she replied.

",0,0,FALSE
"The future of content:


• Connection
• Authenticity
• Transparency

Are you ready for it?
",8,5,FALSE
"You can't magically build niche expertise. It takes years of raw experience, trial-and-error and lessons learned to become an expert in any field.

What you can do, however, is pick an expert's brains.

When you think like a reporter, you fill gaps, question the norm, and get an insider's perspective. This is especially true when you interview subject matter experts—they are, after all, the closest thing to the source material.

Here are five tips to help you get the most out of a subject matter expert interview:
",92,2,FALSE
"Best advice I heard about content marketing for SaaS:

Market Your SaaS Like a Lifestyle Brand

• Make it emotional
• Avoid technical jargon
• Share relatable stories

Even the most technical product can become sexy with those 3.
",6,2,FALSE
"Want to make your content marketing stand out?

First, make it useful.

Then:

Use the Zeigarnik Effect.

This theory suggests that people remember unfinished tasks better than finished ones.

So, create a sense of incompleteness in your content with:

• Cliffhangers
• Knowledge gaps
• Incomplete sentences
• Teasers for your next post
• Thought-provoking questions

This way, your readers will be more likely to return for more, and your content will stay top-of-mind.
",76,7,FALSE
"I'm a gay marketer and I hate Pride Month.

Here's why:


1️⃣ It's not about the community

Pride Month for many marketers is an opportunity to show their brands are ""cool""

It has nothing to do with support or even acknowledgement of the challenges the LGBTQ+ community goes through.

An example? Latest drama with Bud Light:

They wanted to hop on the ""queer train"", so they invited a trans woman to promote their products.

And their conservative customers went feral.

The sh!t hit the fan.

So, they immediately backed out, and even changed their CEO.

Guess a little bullying from right-wings was a bit too much.


2️⃣ It's a money heist.

Yes, rainbow gadgets look beautiful.

But when a brand releases rainbow-themed products only for 1 month a year

And then pretends we don't exist for the remaining 11 months

It's not support.

It's a planned marketing campaign adapting the unique culture of a minority.

Not nice.


3️⃣ It's selective

How many times did you see a black trans woman featured in a pride marketing campaign?

Do I need to add anything?


4️⃣ It's trivialized.

Do you know gay people in Poland can't inherit anything after their partners?

Do you know trans people in Poland have to sue their parents to legally change their gender?

Pride isn't about slapping a rainbow onto everything and slaying the day.

It's about fighting against serious discrimination.

Every. F*cking. Day.


5️⃣ It ignites bigger hatred.

If you're a homophobe who hates anything related to the LGBTQ+ community

And you suddenly see rainbow EVERYWHERE

Don't you feel pissed?


I guess so.

Will you gain sympathy for people like me?

Probably not.

Do I care for your feelings?


No.

But does it make you more angry and more prone to spread hate?

Yes.

And that's the problem.




Okay, rant is over.

To all my queer folks, I hope you're proud of who you are.

Every day.

And to all marketers – see the gif below:

----

",45,2,TRUE
"Stressed out about creating content?

Stop. Take a deep breath.

Remember: quality over quantity.

The world doesn't need more mediocre content.

Take the time to create something truly valuable.

",16,8,FALSE
"I had a call with an 18-year-old entrepreneur today.

And I'm worried:

You see, I've been working since I was 12.

First, in theater as a child actor. Right after high school – as a marketer.

And I'd never, EVER encourage anyone to chase a lifestyle like this.

Sure, it taught me a whole lot.

But it also came with:

• big struggles
• exploitation from older employees
• burnout at the age of 18

Yet, every day here and on the Bird app, I see adult men encouraging young (even below 18 years old) people to ""chase their entrepreneurial dream""

""Build your own business""
""Don't play, hustle""
""When everyone is out partying, you stay in and build your business""

And I wonder:

Why, for f*cks sake, you lie to those young people?

Why you sell them the dream you know is unrealistic?

Aren't those dollars burning your hands?
",13,8,TRUE
"I posted an AWFUL first video on YouTube.

And it was on purpose. Why? 👇

Because nobody cares about me yet.

The only views on my video are my closest friends and a few newsletter subscribers.

They already know what I'm doing. They know about my capabilities to create valuable content.

So, instead of:

• spending time on adjusting my background
• figuring out how to set the camera
• doing a million takes

I opted for:

• Saying valuable things
• Showing exciting frameworks
• Giving off positive energy and warmth

I don't need to be a pro-YouTuber from Day 1.

I need to get into a habit of showing my face every week on camera.

And that's a challenge within itself lol.

If your inner perfectionist tries to sneak into your creative workflow, just remember:

At first, NOBODY cares about you.

Play with content. Experiment. Fail and learn.

Until you hear a *click*

---

",65,5,TRUE
"Most content ""professionals"" lie to you:

They discuss inbound marketing on LinkedIn. They get lots of views and likes under those posts.

And then, they promise to achieve the same results for your business.

Here's why it doesn't work:

Talking to business owners about LinkedIn growth on LinkedIn is easy.

I don't know a single entrepreneur who doesn't want to grow their business.

Content like this gets massive recognition because these topics are simple.

We expect to see content like this here. We want it because:

More growth = More money

And money is exciting.

The caveat:

This works only in this scenario.

If, for example, you own a highly complicated SaaS helping with data security – the same rules don't apply to your content.

You need a unique, tailor-made strategy created by:

• Diving deep into audience research
• Defining your brand's core values
• Identifying your tone of voice

Plus, LOTS of repetition and testing.

If you need someone to actually help you promote your business on social media, book a call with me.

Link in my bio.
",166,1,FALSE
"I brought StoryAngled to 6-figures in 8 months. With Inbound Marketing alone.

Here's 1 method that helped me achieve it all:

REPEATABLE CONTENT FUNNEL

I publish 5-6 times a week. Every week, I publish the same stuff. And nobody gets bored.

How?

The format is the same. The content is consistently better each time.

I know, sounds cocky, but it's really not.

I spend 80% of my time creating content. Either for me or for my clients.

I stay close to my target audience by hopping on calls with them and chatting about their pain points – without pushing them to buy anything from me.

This pushes me to think outside the most common ""content creation playbooks.""

To ensure I don't repeat myself and sound like everyone else, I have to reinterpret them. Dissect the common advice and find new angles to look at it.

It's hard work, but the payoff is just 🤩

My point is: You don't have to hustle to build a profitable business.

You don't have to cheat or sell your soul to the algorithms.

You'll need lots of grit, gallons of coffee, and a huge pile of books to learn from.

But it IS possible.

If you'd like to know more, my DMs are always open for you!

",83,8,FALSE
"B2B marketing is boring af.

Most companies are playing it safe, making customers go 🥱

If you want make a difference with your content, put emotions into play.

They bring the most important element to your business:

The humans behind it.
",71,3,FALSE
"Are you tired of creating content that doesn't get engagement?

One reason could be that you're not speaking your audience's language. It's time to start using inclusive language.

Inclusive language shows respect to all readers and makes them feel seen and heard. It's not rocket science, but it takes intentional effort.

Let's start making our content more inclusive today.
",10,4,FALSE
"Why being kind and authentic should be your main focus in content marketing:

You don’t need to be a marketing genius to create compelling content.

All you need is empathy and honesty.

When you’re kind, people will trust you. When you’re authentic, people will remember you.

And that’s how you succeed in content marketing – by building relationships, not just sales.

",9,2,FALSE
"Meta won't launch Threads in the EU until further notice.

AKA: Why building a creator's business in Europe is harder:

GDPR is a fundamental system, both for companies and users.

But it comes with its own set of rules you have to follow.

Sadly, global companies like Meta treat those rules as an afterthought while building their apps.

As a result, many incredible creators from the EU won't have access to a new way of connecting with their followers.

While their American friends are already doing it for the past few hours.

Looking through the window while your friends are having so much fun is... not fun 😅

Anyway, have a great day, creators worldwide 🫂

",35,4,FALSE
"I grew from 730 to 4,500 followers in 3 months

Doing something most marketers consider ""boring"":

Let's be honest for a second:

Creating content can be time-consuming.

Ideation, creation, editing, adding it to your CMS…

It all steals time from your already busy week.

The way out of this?

Content repurposing.

Yes, the activity most marketers consider ""boring.""

It's boring, but it works.

But you have to get smart about it:

1. Write a LinkedIn post about one topic

2. Reuse the same topic as a script for a video/podcast.

3. Expand on your thoughts and write an in-depth blog post.

4. Include your LinkedIn post and the video podcast in the blog post to grab the reader's attention for longer.

This showcases how much you care about this topic and positions you as an expert.

This gives you more time to analyze how well your current content tilt works.

Or grab a drink of choice and spend the Friday evening not writing another thread about ChatGPT.

---
",100,1,TRUE
"As we prepare for the weekend at Aslant Legal, you will find below some opportunities to join top-tier international law firms in Singapore.

If you or someone you know has the relevant experience and is interested in exploring this opportunity, do reach out or email me at  for a confidential discussion.
",15,2,FALSE
"At Aslant Legal we take pride in being Singapore's leading legal search firm. 🇸🇬💼

Meet our team of consultants:

⭐️ With nearly two decades of experience, Lyn leads our In-house legal recruitment team. She has an exceptional track record in the market!

👩🏼‍💼 A former magic circle firm lawyer, Tessa strategically guides lawyers into global law firms, making career transitions seamless.

🌟 As the former Head of BD at a law firm, Sandra specializes in placing lawyers and legal counsels where they excel.

👩🏻‍💼 Mandy is our in-house legal recruitment specialist, focusing on the dynamic commerce and industry sectors.

If you're a junior to mid-level lawyer exploring opportunities in this market, connect with our amazing team of associate consultants: or .

If you’d like a copy of our latest salary guide, just send any of us a message! 📩



🚀
",77,1,FALSE
"Her husband calls her the “dragon lady with a soft heart”. 🐉💃🏻❤️
(She says “You’re very brave“ Howard Lo) 😅

Nobody likes having THAT awkward conversation with a team member, when things aren’t working out.

With a sizeable team size across 9 restaurants (Tanuki Raw, Standing Sushi Bar & more), of Empire Eats shares how she’s learnt through her own experience, the best way to handle such situations.

And she does it with such grace, compassion and class.

In this final episode, also talks about how…

💡she managed her transition from lawyer to restaurateur
💡the only relevant skill in the world is “How to learn”
💡she empowers her team to come up with creative ideas for the business.

There are so many great insights, lessons and takeaways from this interview! Thank you again for coming on the show.

So! We’ve reached the end of Season 1.

It’s been an incredible journey.

It’s slightly bittersweet for me, cos whilst I’ve really enjoyed this whole content creation process; I’m also feeling slightly uncertain about the direction for Season 2 next. 🤔

Oh, there will definitely be a season 2️⃣!

The question is when, not if! I’ll just need some time to regroup and reflect.

I truly appreciate the support of the LinkedIn community here! I’m so thankful to be able to do what I do. ❤️

If you have any ideas, feedback and comments, please don’t hesitate to drop me a message. My heartfelt thanks to you again. 🙏🏻

Links to the episode:
YouTube: 
Spotify: 

More info: 

",69,2,FALSE
"Counting down to next Friday! 🥳🎉

It feels surreal for us to be nominated for these 3 awards. 🏆🏆🏆

They serve as a reminder of all the valleys and mountains we have gone through, in the last 6 years. Especially during the dark times of Covid-19, when it seemed like there was no light at the end of the tunnel.

It reminds me of this quote:

“Be humble at the mountaintops
Be strong in the valleys and
Be faithful in between”

Wish us luck! Even though we don’t do this for the awards, it would be nice to win. 🤞🏼☺️


Quote from
",119,1,FALSE
"10 years ago, my ex-boss made me an offer. Hit $1 million in Year 1. And get an all-expenses-paid trip to Manchester. ✈️

Knowing my fiancé (now husband) is a die-hard Man U fan. He sweetened the deal with his highly coveted season tickets! ⚽️🔥

I gave it my all. Didn’t just reach that million-dollar mark. I surpassed it. 🚀

Here's the curveball: my ex-boss didn't hold up his end of the deal.

So, in 2015, we took matters into our own hands and flew to Manchester for a self-funded trip. And settled for a stadium tour as match tickets were a stretch back then.

—

Looking back, it was a blessing in disguise.

I experienced a huge mindset shift.
And set my sights higher, knowing I could reach and exceed the million-dollar mark. 💪🏼

Starting my own business was no longer just a dream. It became my reality.

I was determined to build a recruitment firm distinct from the rest. One where integrity is the cornerstone. And promises aren't empty words, but real commitments.

Tomorrow, we finally fulfill my husband's dream of witnessing Man U live in action. It's taken a decade, and I'm immensely proud of transforming this dream into reality. 🎉

So, to my ex-boss: thank you for that career-defining moment. 🙏

Without it, I wouldn't be the person I am today.

—

📸: The last 2 photos were taken 8 years apart. In 2015, I was expecting our first child. Fast forward to today, we revisited the stadium. Clearly, fatherhood has aged my husband a bit. 🤫😅




",340,6,TRUE
"7 years ago, I took a leap of faith.
I left my job without a plan in place.
Overnight, I went from having hundreds of clients to none.
 
At that point, I had:
No team. 🚫
No clients. 🚫
No resources.🚫
 
Today, I am humbled before you with an amazing team at !
 
I'm profoundly thankful to each member of this remarkable team who dared to take a leap of faith and join me on this extraordinary adventure.
 
Their dedication, hard work, and belief in our mission have propelled us to become the fastest-growing legal search firm in Singapore. 🚀🚀🚀

My heartfelt thanks to all our clients and the lawyers who believe in what we stand for. Your trust and support mean the world to us. Thank you for choosing us! 🙏🙏

—

This journey still blows my mind. There’s truly nothing extraordinary about me. Like most founders, I've faced moments of immense fear, worry, and panic.
 
There were countless times when I wanted to throw in the towel. 🚶🏻‍♀️

I’ve learnt this:
Breakthroughs often lie just beyond the point where most people quit. Hold on to your vision, let your faith be stronger than your fear. And keep moving forward! 🙌🏻💪🏼
 
Throughout the years, this quote has been my guiding light:
""With man, this is impossible, but with God, all things are possible.""
- Matthew 19:26
 
Wishing everyone an incredible weekend ahead! 🌟


",478,6,TRUE
"Could one of these opportunities be your next career move? Reach out to us for a confidential discussion.

     ",0,0,FALSE
"We’ve all heard the quote that “Diamonds are created under pressure”. In the workplace, pressure is a given but how much is too much? What happens when it gets too overwhelming? How do you strike a healthy balance and thrive rather than sink? In this panel, we’ll be discussing

- The different types of stressors in the workplace
- How to cope with them and
- Where you can seek support if need

Join  (Executive Director, Sales & Marketing, Otis Asia Pacific),  (Founder, Ansa Search) and  (Group COO Office, People & Organizational Strategy, SEA) on 24th August 2022, 2-3 PM SGT

Sign up now!
",0,0,FALSE
